station,run,fiber,att,freq_band,ch,snr,snr_sigma,hilbert_snr,hilbert_snr_sigma,zenith,zenith_sigma,vpos,vpos_sigma,vneg,vneg_sigma,integral,integral_sigma,vdiff,noise,noise_sigma,hilbert_noise,hilbert_noise_sigma
11,1789,0,0,"(75, 900)",0,98.35571431488522,4.004529477628394,947.2310760288668,35.07890159424253,85.85376217495377,0.16299151000267756,0.4225670506210701,0.01218293741587533,-0.45874156063175936,0.011697044637082082,3.2881988693847535,0.06826808977946601,-0.036174510010689276,0.004485452001562401,0.00015203616395280243,0.003475029265614176,0.00011858741974781113
11,1789,0,0,"(75, 900)",1,95.54035074631457,4.134713523477223,882.232063508575,35.723311800969604,87.55363167739915,0.16354753970833447,0.49908253487148224,0.015119090277817826,-0.5524102697794617,0.01641918375129854,3.7623797756315818,0.09450724230662509,-0.053327734907979485,0.005509212044481823,0.00019501476144086996,0.004269525082044777,0.00015378004002099716
11,1789,0,0,"(75, 900)",2,106.00318187692332,3.7315013636849304,927.5857974264951,32.47589943274899,89.17591253422694,0.16381189551844885,0.35336403713087167,0.01220580045663159,-0.3573450731284512,0.009595983052362068,2.4101908776094816,0.05182149315630178,-0.003981035997579541,0.003354973471059623,0.00010530397337071777,0.002600599301128524,8.198560347673204e-05
11,1789,0,0,"(75, 900)",3,99.25135317700504,4.415605135887029,914.5824054656453,37.02629603307604,90.86012575120867,0.16380886724747373,0.3720163398983581,0.012161603189829376,-0.3827732005434542,0.011143624911747998,2.694809796840717,0.06481800807136098,-0.010756860645096122,0.003806590559934422,0.0001251659609812433,0.0029496745312085028,9.76139449073533e-05
11,1789,0,0,"(75, 900)",8,5.598288128490222,0.8755841354854719,109.19788910965106,11.759626538344401,92.4610874147813,0.1635439455490202,0.025009842104808222,0.004396758128432172,-0.026057853906535776,0.004189390268688596,0.38560787931118945,0.04214106412059556,-0.0010480118017275539,0.004563909990774134,0.00015234184221449957,0.003533152880043432,0.0001185327098937705
11,1789,0,0,"(75, 900)",4,6.886998369542214,0.9297962178190552,106.80271349531341,9.721429581659045,94.02723792256957,0.16303964270672233,0.05444794611018621,0.007325112585030904,-0.05770772769990328,0.0084497180306662,0.6734512010955587,0.05794681990207197,-0.00325978158971707,0.008151935948772622,0.00027429847889399805,0.0063115040630614344,0.0002125576193976466
11,1789,0,0,"(75, 900)",5,43.62427810317938,2.331113117179675,508.6402286415707,29.757934000000937,112.60373023132053,0.14172324936018074,0.266923464529697,0.009340705422259232,-0.29318922141864845,0.01046162034879349,2.526937623608447,0.09221681541939881,-0.02626575688895144,0.006429833239852592,0.0002388025204149758,0.004976349182709762,0.00018182526144311947
11,1789,0,0,"(75, 900)",6,15.998262498660623,0.9881764479514549,225.8923536724567,13.520402040151879,134.65357248500698,0.11586493564852654,0.13392811254738438,0.009513770720877016,-0.1329931885396984,0.009883868201325113,1.4603249873840427,0.07369298054485357,0.0009349240076859666,0.008351985461889715,0.0002989379086436862,0.006472267329056287,0.0002279836357317466
11,1789,0,0,"(75, 900)",7,5.19471441270993,0.8013101449276219,99.88037363615,8.72984876113278,147.2294090485731,0.12539440058671925,0.017475362428133894,0.0029627400586405214,-0.021551750120441818,0.004322086250921406,0.2904204279774157,0.0267844360604518,-0.0040763876923079236,0.0037581779793467583,0.00011414914447886417,0.00290773766673027,8.561175828188257e-05
11,1789,0,0,"(150, 300)",0,66.03412128159397,2.857491341485844,1170.176583896544,50.83379357389065,85.85376217495377,0.16299151000267756,0.221023269150641,0.006006327463750488,-0.20731402687902908,0.0053171387246304805,2.9341838548079835,0.07950718560424844,0.01370924227161191,0.0032483408703983347,0.0001391038176979191,0.002511260031699232,0.00010813569590482489
11,1789,0,0,"(150, 300)",1,65.02984923657912,3.7701878751660307,1139.5480775659667,65.67895022302677,87.55363167739915,0.16354753970833447,0.25946545766175066,0.008914733680270041,-0.24262003202270896,0.007528154722110682,3.4004815090263802,0.10255108234101382,0.016845425639041706,0.0038714495031486502,0.0002238702087368195,0.0029926643209415914,0.00017353383865085253
11,1789,0,0,"(150, 300)",2,64.80435984667666,3.64082886815444,1143.5603093099937,66.12127885715049,89.17591253422694,0.16381189551844885,0.1627073906758241,0.004528709301585317,-0.15456923653667795,0.004143133686536695,2.1619815403790192,0.05013582488433771,0.008138154139146148,0.0024551040544202713,0.00014271285984038238,0.001896425400441336,0.00011112956627380917
11,1789,0,0,"(150, 300)",3,65.00434190339715,2.6805285051288323,1151.4267700511837,51.30243041538246,90.86012575120867,0.16380886724747373,0.1868152357841612,0.005570964109366911,-0.17478326932164862,0.005795148331470227,2.474418313826744,0.08189802887190413,0.012031966462512589,0.0027852278507025535,0.00012495281880980135,0.002152182426311132,9.777028335243882e-05
11,1789,0,0,"(150, 300)",8,3.4374339916695216,0.3514695987823352,81.51973966411441,13.984282149932271,92.4610874147813,0.1635439455490202,0.007199958917036223,0.0008459864311606402,-0.007148028074076511,0.0006776734130957508,0.13164138818279522,0.02125480316099204,5.193084295971196e-05,0.002091165063045998,0.00012605429601807318,0.001620150960734682,9.884354684022389e-05
